0.0,0.25403732,0.4678038,0.7055826,1.0,
0.11504751,0.121371955,0.099575266,0.09703458,0.11160825,

0.03952867,0.24113062,0.5318145,0.70012873,1.0,
0.1161706,0.09383717,0.098023206,0.09970279,0.08985481,

0.03998188,0.3267936,0.46687612,0.7807847,1.0,
0.08139798,0.11790604,0.09768621,0.120737016,0.11655534,

0.02642813,0.20855612,0.5,0.7462311,0.9999397,
0.10550815,0.10765453,0.091823176,0.08902955,0.11009539,

0.09653872,0.28794888,0.47205788,0.6719063,1.0,
0.10755125,0.10306665,0.09375328,0.08650046,0.08967815,

0.0,0.249757,0.44657397,0.72365177,0.9471227,
0.0912056,0.0840395,0.10685974,0.10939096,0.08683994,

