MSE,fitness
0.30710298,0.23113209
0.25249898,0.18406117
0.30756712,0.25399116
MSE,fitness
0.30710298,0.23113209
0.25249898,0.18406117
0.30756712,0.25399116
MSE,fitness
0.30710298,0.23113209
0.25249898,0.18406117
0.30756712,0.25399116
