0.19478995,0.9149953,0.9879454,0.98950493,0.98981965,0.99457914,
0.40408432,0.2444151,0.11523831,0.48606074,0.17352098,0.39011794,

0.08047271,0.21870816,0.50831574,0.90851706,0.9635459,0.9786586,
0.4285248,0.35561734,0.24144542,0.2726159,0.33547473,0.37032515,

0.95635754,0.964612,0.99714434,0.99958235,0.9995968,0.9997027,
0.25255793,0.39386398,0.20207357,0.002140224,0.3606686,0.0600093,

0.38263118,0.5205884,0.90448153,0.96658623,0.9708692,0.9940185,
0.19679761,0.4507444,0.4736724,0.2425484,0.302913,0.29075092,

0.130131,0.24768043,0.33857077,0.44956642,0.7993428,0.8446128,
0.028129637,0.12421483,0.41454637,0.47009343,0.28271407,0.1650247,

0.52629256,0.753818,0.8073249,0.9727324,0.9768071,0.99698937,
0.057350397,0.34206074,0.003705144,0.42129946,0.37952006,0.1806274,

0.87051916,0.94484997,0.9700899,0.98655105,0.99941254,0.99963987,
0.042452693,0.45755553,0.48040742,0.20221436,0.43244982,0.1862446,

