0.30801347,0.13335449,0.29604536,
0.30038324,0.12676707,0.29414403,
0.29800007,0.12518495,0.29404944,
0.29672843,0.12442858,0.29398403,
0.29597816,0.12398539,0.29383653,
0.2954942,0.123689294,0.29363412,
0.29514608,0.12347094,0.29340097,
0.29486963,0.12329708,0.29315305,
0.2946292,0.12315128,0.29290032,
0.29440814,0.12302522,0.2926478,
0.29419905,0.12291336,0.29239815,
0.29399464,0.12281208,0.29215363,
0.2937946,0.12271845,0.29191694,
0.29359844,0.12263138,0.29168558,
0.29340422,0.12254981,0.29146105,
0.29321307,0.122472145,0.2912448,
0.2930247,0.122398384,0.29103464,
0.29283994,0.12232767,0.29083183,
0.29265785,0.12225986,0.29063478,
0.29248002,0.12219468,0.2904442,
