MSE,fitness,ruleNum
0.12649155,0.06966169,500
0.1281041,0.07006476,500
0.12708016,0.07024173,500
MSE,fitness,ruleNum
0.12649155,0.06966169,500
0.1281041,0.07006476,500
0.12708016,0.07024173,500
MSE,fitness,ruleNum
0.12649155,0.06966169,500
0.1281041,0.07006476,500
0.12708016,0.07024173,500
