MSE,fitness,ruleNum
0.12708016,0.07024173,500
0.12619852,0.07065563,500
0.12621504,0.07089052,500
MSE,fitness,ruleNum
0.12708016,0.07024173,500
0.12619852,0.07065563,500
0.12621504,0.07089052,500
MSE,fitness,ruleNum
0.12708016,0.07024173,500
0.12619852,0.07065563,500
0.12621504,0.07089052,500
